message,label,target_type,severity,severity_score
Everyone knows this group makes me uncomfortable without a doubt.,toxicity,group,high,0.55
this chat ruins my mood so please stop.,toxicity,group,medium,0.5
why are you checking my last seen ... whatever.,stalking,social,medium,0.62
you sound really stupid ... whatever.,insult,individual,medium,0.3
"Look, this is not meant for you",exclusion,appearance,medium,0.42
"To be honest, you are not part of this",exclusion,individual,medium,0.42
people here are very problematic and it's sad.,toxicity,group,medium,0.5
we dont like people like you - just my opinion.,hate,individual,medium,0.75
stay out of this matter for sure.,exclusion,individual,medium,0.42
Everyone knows dont act smart here,aggression,individual,high,0.6
"internals, this group is not for you",exclusion,group,medium,0.42
this is your last warning and it's annoying.,threat,individual,medium,0.82
"Actually, mind your own group without a doubt.",exclusion,individual,medium,0.42
you keep irritating me daily,harassment,individual,medium,0.45
"this section, why are you watching me silently",stalking,group,medium,0.62
"Listen, stop bothering me about this - just my opinion.",harassment,individual,medium,0.45
you are useless in group work (no offense).,insult,individual,low,0.25
you are acting childish !!!,insult,individual,medium,0.3
"Basically, this space is not safe mentally",toxicity,gender,medium,0.5
"In my opinion, dont annoy me",aggression,individual,medium,0.55
"Hey, stop disturbing me during class",harassment,individual,medium,0.45
"reply, your type always ruins things",hate,social,high,0.8
"In my opinion, dont involve yourself here",exclusion,individual,medium,0.42
this chat is mentally draining for real.,toxicity,group,medium,0.5
"Listen, this group is very disturbing right now.",toxicity,group,medium,0.5
you are not invited to this immediately.,exclusion,individual,medium,0.42
this place feels unhealthy (no offense).,toxicity,individual,low,0.45
stop spamming me so please stop.,harassment,individual,medium,0.45
"Look, go away from here for real.",aggression,appearance,medium,0.55
you are acting childish and everyone agrees.,insult,individual,high,0.35
"Basically, stop bothering me about this",harassment,individual,medium,0.45
It's obvious that stop spamming me,harassment,individual,medium,0.45
people like you are a headache ... whatever.,hate,individual,medium,0.75
"study, your type always ruins things",hate,academic,high,0.8
"women, you sound really stupid",insult,gender,medium,0.3
"Seriously, control yourself",aggression,individual,high,0.6
"Just so you know, leave me alone seriously for sure.",harassment,individual,high,0.5
"In my opinion, i will make sure everyone knows",threat,individual,high,0.87
we dont like people like you right now.,hate,individual,medium,0.75
"In my opinion, stop forcing conversation",harassment,individual,medium,0.45
"Listen, why do you keep observing me",stalking,individual,medium,0.62
stop texting me every day,harassment,individual,medium,0.45
"Seriously, stop talking nonsense",aggression,individual,high,0.6
"Stop it, stop spamming me",harassment,individual,medium,0.45
"friends, why do you keep calling me",harassment,social,medium,0.45
"Just so you know, why do you keep observing me",stalking,individual,medium,0.62
everyone laughs at you,insult,individual,high,0.35
"this circle, this group makes me uncomfortable",toxicity,group,medium,0.5
"Seriously, your type always ruins things and everyone agrees.",hate,individual,high,0.8
dont keep asking the same thing - just my opinion.,harassment,appearance,medium,0.45
It's obvious that you are done now,threat,individual,medium,0.82
stay in your limits,aggression,individual,medium,0.55
I think this group makes me uncomfortable,toxicity,group,medium,0.5
Everyone knows this place feels unhealthy and everyone agrees.,toxicity,individual,high,0.55
I just wanted to say why do you keep calling me,harassment,individual,medium,0.45
dont keep pinging me for no reason,harassment,individual,medium,0.45
"Stop it, why do you remember my timings",stalking,individual,medium,0.62
"In my opinion, mind your own business",aggression,individual,medium,0.55
"attendance, people here are very problematic",toxicity,group,medium,0.5
"Honestly, dont poke your nose so please stop.",aggression,individual,medium,0.55
this place feels suffocating and it's sad.,toxicity,individual,medium,0.5
why do you keep calling me - just my opinion.,harassment,individual,medium,0.45
dont keep reminding me again and again,harassment,individual,medium,0.45
dont overdo it and it's sad.,aggression,individual,medium,0.55
"block, stop texting me every day",harassment,social,medium,0.45
Everyone knows why do you keep observing me and everyone agrees.,stalking,individual,high,0.67
you are not smart enough for this,insult,individual,medium,0.3
"Actually, dont keep asking the same thing for real.",harassment,appearance,medium,0.45
"To be honest, this doesnt concern you ... whatever.",exclusion,individual,medium,0.42
"habit, this place feels unhealthy",toxicity,personal,medium,0.5
"story, people here spread negativity",toxicity,group,medium,0.5
"Stop it, go away from here (no offense).",aggression,individual,low,0.5
we dont need people like you !!!,hate,individual,medium,0.75
"guide, we dont need people like you",hate,teacher,medium,0.75
we are tired of people like you right now.,hate,individual,medium,0.75
why do you always show up where i am so please stop.,stalking,individual,high,0.67
"Stop it, why are you so slow and everyone agrees.",insult,individual,high,0.35
"Stop it, you will regret this later right now.",threat,individual,medium,0.82
"Actually, go mind your work so please stop.",aggression,individual,medium,0.55
"last seen, people like you never change",hate,social,high,0.8
"this chat, there is too much negativity here",toxicity,group,medium,0.5
dont follow up again please ... whatever.,harassment,individual,medium,0.45
remember this moment (no offense).,threat,gender,low,0.77
I just wanted to say people like you should stay away ... whatever.,hate,individual,medium,0.75
"Just so you know, this group is very disturbing",toxicity,group,medium,0.5
"view, people here are very problematic",toxicity,group,medium,0.5
why are you watching my profile daily for real.,stalking,teacher,medium,0.62
go away from here immediately.,aggression,individual,medium,0.55
I think stop disturbing me during class,harassment,individual,medium,0.45
"Basically, everyone laughs at you right now.",insult,individual,high,0.35
leave me alone seriously immediately.,harassment,individual,high,0.5
"Listen, dont keep asking the same thing",harassment,appearance,medium,0.45
this is your last warning,threat,individual,medium,0.82
"Listen, keep quiet please and it's sad.",aggression,individual,medium,0.55
you will suffer for this,threat,individual,medium,0.82
"Hey, dont act smart here",aggression,individual,medium,0.55
"Look, no need for you here !!!",exclusion,appearance,medium,0.42
"class teacher, you are hopeless",insult,teacher,medium,0.3
"Hey, nobody takes you seriously",insult,appearance,high,0.35
I think stop keeping tabs on me period.,stalking,individual,medium,0.62
"In my opinion, why do you keep observing me",stalking,individual,medium,0.62
"Basically, this chat is very unhealthy right now.",toxicity,group,medium,0.5
this group is too negative without a doubt.,toxicity,group,medium,0.5
dont keep pinging me for no reason and everyone agrees.,harassment,individual,high,0.5
I think you are not required,exclusion,individual,medium,0.42
"madam, you will pay for what you did",threat,teacher,medium,0.82
"Basically, this is not meant for you !!!",exclusion,individual,medium,0.42
"Honestly, you are not invited to this",exclusion,individual,medium,0.42
we dont need people like you don't you think?,hate,individual,medium,0.75
"Listen, why are you always online when i come ... whatever.",stalking,social,high,0.67
"Stop it, you dont need to be here (no offense).",exclusion,individual,low,0.37
we didnt include you on purpose and it's sad.,exclusion,individual,medium,0.42
"looks funny, why are you messaging me again",harassment,appearance,medium,0.45
"Look, this place feels unhealthy",toxicity,appearance,medium,0.5
"Basically, dont cross the line and it's sad.",aggression,individual,medium,0.55
"approach, stop monitoring what i do",stalking,personal,medium,0.62
"In my opinion, you are so clueless",insult,individual,medium,0.3
"Look, stay in your limits (no offense).",aggression,appearance,low,0.5
Everyone knows grow up seriously,insult,individual,high,0.35
are you seriously this dumb and everyone agrees.,insult,individual,high,0.35
this will not end well for you and it's sad.,threat,individual,medium,0.82
"Hey, you are such a burden",insult,individual,medium,0.3
we didnt include you on purpose without a doubt.,exclusion,individual,medium,0.42
this doesnt concern you without a doubt.,exclusion,individual,medium,0.42
dont start with me so please stop.,aggression,individual,medium,0.55
"Basically, your type should not be here and it's sad.",hate,individual,medium,0.75
"To be honest, this chat is mentally draining",toxicity,group,medium,0.5
better you leave this group for sure.,exclusion,group,medium,0.42
why are you watching me silently,stalking,individual,medium,0.62
you are acting childish,insult,individual,medium,0.3
I think you keep irritating me daily,harassment,individual,medium,0.45
"skin, you are hopeless",insult,appearance,medium,0.3
"Hey, dont interfere in this and it's sad.",aggression,individual,medium,0.55
"Seriously, dont start with me",aggression,individual,high,0.6
"Actually, you asked for it",threat,individual,medium,0.82
Everyone knows i cant stand people like you,hate,individual,high,0.8
dont act smart here so please stop.,aggression,individual,medium,0.55
leave me alone seriously so please stop.,harassment,individual,high,0.5
"Seriously, you are done now period.",threat,individual,high,0.87
"Honestly, i will report this to sir",threat,teacher,medium,0.82
"Hey, why do you know when i read messages so please stop.",stalking,individual,medium,0.62
i will make sure everyone knows so please stop.,threat,individual,high,0.87
"In my opinion, this group is full of drama",toxicity,group,medium,0.5
leave me alone seriously !!!,harassment,individual,high,0.5
"offline, this chat ruins my mood",toxicity,group,medium,0.5
"Seriously, dont involve yourself here",exclusion,individual,high,0.47
It's obvious that i will complain about you right now.,threat,individual,medium,0.82
"habit, this environment is stressful",toxicity,gender,medium,0.5
"Basically, your type should not be here ... whatever.",hate,individual,medium,0.75
"everyone here, why do you follow everything i do",stalking,group,high,0.67
I just wanted to say this environment is really bad right now.,toxicity,gender,medium,0.5
stop tracking my activity so please stop.,stalking,individual,medium,0.62
stop talking nonsense right now.,aggression,individual,medium,0.55
this group is very disturbing right now.,toxicity,group,medium,0.5
"mindset, this place feels suffocating",toxicity,personal,medium,0.5
"nature, dont keep reminding me again and again",harassment,personal,medium,0.45
"Hey, shut up now",aggression,individual,medium,0.55
"Listen, this group makes me uncomfortable and everyone agrees.",toxicity,group,high,0.55
this environment is really bad without a doubt.,toxicity,gender,medium,0.5
"Basically, dont poke your nose for real.",aggression,individual,medium,0.55
"Listen, this environment is really bad",toxicity,gender,medium,0.5
"Listen, this space is not safe mentally",toxicity,gender,medium,0.5
you look foolish right now !!!,insult,appearance,medium,0.3
this is between us only,exclusion,individual,medium,0.42
Everyone knows why are you so behind me,harassment,individual,high,0.5
"record work, i will report this to sir",threat,teacher,medium,0.82
this place feels unhealthy,toxicity,individual,medium,0.5
"Just so you know, better you leave this group",exclusion,group,medium,0.42
"dress, you are done now",threat,appearance,medium,0.82
"Actually, stop talking rubbish ... whatever.",insult,individual,medium,0.3
why are you always in my dm without a doubt.,harassment,individual,high,0.5
"To be honest, people like you dont deserve respect",hate,individual,medium,0.75
"Basically, keep quiet please",aggression,individual,medium,0.55
"blue tick, stay out of my matters",aggression,social,medium,0.55
this environment is really bad,toxicity,gender,medium,0.5
stop texting me every day !!!,harassment,individual,medium,0.45
"Just so you know, you are useless in group work",insult,individual,medium,0.3
"Just so you know, dont test my patience immediately.",threat,academic,medium,0.82
you will pay for what you did right now.,threat,individual,medium,0.82
"Honestly, we dont want you in this discussion don't you think?",exclusion,individual,medium,0.42
"Basically, this group makes me uncomfortable don't you think?",toxicity,group,medium,0.5
"male students, i told you already dont text me",harassment,gender,medium,0.45
"ladies, this is between us only",exclusion,gender,medium,0.42
dont think this will go unnoticed without a doubt.,threat,individual,medium,0.82
why cant you just stop so please stop.,harassment,individual,medium,0.45
"Basically, this chat is very unhealthy",toxicity,group,medium,0.5
stop monitoring what i do ... whatever.,stalking,individual,medium,0.62
"mentality, we dont want you in this discussion",exclusion,gender,medium,0.42
"homework, go mind your work",aggression,academic,medium,0.55
"Look, this group is too negative period.",toxicity,group,medium,0.5
It's obvious that dont cross the line,aggression,individual,medium,0.55
Everyone knows how many times should i say no right now.,harassment,individual,high,0.5
"this group, dont push me beyond my limit",threat,group,medium,0.82
your kind is not welcome here - just my opinion.,hate,individual,medium,0.75
you dont belong in this level period.,insult,individual,medium,0.3
why are you so behind me for sure.,harassment,individual,medium,0.45
"female students, dont act smart here",aggression,gender,medium,0.55
"people here, dont act smart here",aggression,group,medium,0.55
"To be honest, this chat ruins my mood for real.",toxicity,group,medium,0.5
"appearance, stop spamming me",harassment,appearance,medium,0.45
"semester, how many times should i say no",harassment,academic,medium,0.45
"madam, why are you checking my last seen",stalking,teacher,medium,0.62
this group is not for you and it's annoying.,exclusion,group,medium,0.42
"internals, there is too much negativity here",toxicity,academic,medium,0.5
you are so clueless,insult,individual,medium,0.3
we are tired of people like you for sure.,hate,individual,medium,0.75
you make everything worse and it's sad.,insult,individual,medium,0.3
why are you always in my dm,harassment,individual,high,0.5
I think dont interfere in this (no offense).,aggression,individual,low,0.5
"record work, you dont have common sense",insult,academic,medium,0.3
Everyone knows you will suffer for this for sure.,threat,individual,high,0.87
why are you watching my profile daily and everyone agrees.,stalking,teacher,high,0.67
"Just so you know, why are you noticing my movements and everyone agrees.",stalking,gender,high,0.67
"In my opinion, why are you always wrong so please stop.",insult,individual,high,0.35
"male students, people here are very problematic",toxicity,group,medium,0.5
"boys, why are you watching me silently",stalking,gender,medium,0.62
"Look, mind your own business",aggression,appearance,medium,0.55
"Stop it, dont test my patience",threat,academic,medium,0.82
your kind is unwanted here immediately.,hate,individual,medium,0.75
"face, this group is not for you",exclusion,group,medium,0.42
"habit, please remove yourself",exclusion,personal,medium,0.42
"class teacher, stop texting me every day",harassment,teacher,medium,0.45
this place feels unhealthy for real.,toxicity,individual,medium,0.5
"In my opinion, we are tired of people like you",hate,individual,medium,0.75
"Actually, what are you even saying period.",insult,individual,medium,0.3
"thinking, why are you always online when i come",stalking,personal,high,0.67
"Actually, why do you always show up where i am right now.",stalking,individual,high,0.67
"Seriously, you always talk nonsense for real.",insult,individual,high,0.35
"everyone here, we didnt include you on purpose",exclusion,group,high,0.47
I think you wont get away with this (no offense).,threat,individual,low,0.77
you just dont get it (no offense).,insult,individual,low,0.25
people here spread negativity and everyone agrees.,toxicity,group,high,0.55
why do you see my story every time period.,stalking,social,medium,0.62
"friends, your type always ruins things",hate,social,high,0.8
why do you know when i go offline ... whatever.,stalking,social,medium,0.62
you are such a burden for real.,insult,individual,medium,0.3
why are you always wrong and everyone agrees.,insult,individual,high,0.35
"dress, stop spamming me",harassment,appearance,medium,0.45
I think you always ruin the mood ... whatever.,insult,individual,high,0.35
I just wanted to say you are acting childish for sure.,insult,individual,medium,0.3
"friends, keep quiet please",aggression,social,medium,0.55
"exam, this group is too negative",toxicity,group,medium,0.5
"ladies, why are you so slow",insult,gender,medium,0.3
this is between us only !!!,exclusion,individual,medium,0.42
"To be honest, this group is full of drama",toxicity,group,medium,0.5
you sound really stupid so please stop.,insult,individual,medium,0.3
"test, your kind is not welcome here",hate,academic,medium,0.75
It's obvious that you dont need to be here,exclusion,individual,medium,0.42
this is embarrassing don't you think?,insult,individual,medium,0.3
why are you always online when i come don't you think?,stalking,social,high,0.67
"internals, this chat is very unhealthy",toxicity,group,medium,0.5
"Just so you know, you are so clueless",insult,individual,medium,0.3
"Look, why do you always show up where i am and it's annoying.",stalking,appearance,high,0.67
"Listen, we dont need people like you (no offense).",hate,individual,low,0.7
"all of you, we already decided without you",exclusion,group,medium,0.42
I just wanted to say why are you always wrong,insult,individual,high,0.35
"Hey, you keep irritating me daily",harassment,individual,medium,0.45
we dont need people like you immediately.,hate,individual,medium,0.75
keep quiet please,aggression,individual,medium,0.55
"outfit, this is between us only",exclusion,appearance,medium,0.42
It's obvious that there is too much negativity here,toxicity,individual,medium,0.5
"hair, people like you never change",hate,appearance,high,0.8
"Look, i cant stand people like you - just my opinion.",hate,appearance,medium,0.75
stay in your limits (no offense).,aggression,individual,low,0.5
no need for you here and everyone agrees.,exclusion,individual,high,0.47
"staff, people like you should stay away",hate,teacher,medium,0.75
Everyone knows we are tired of people like you (no offense).,hate,individual,high,0.8
this chat is very unhealthy (no offense).,toxicity,group,low,0.45
"this section, you are in serious trouble",threat,group,medium,0.82
"friends, stop getting involved",aggression,social,medium,0.55
"Listen, we dont want you in this discussion",exclusion,individual,medium,0.42
It's obvious that why are you checking my last seen,stalking,social,medium,0.62
Everyone knows stay in your limits for real.,aggression,individual,high,0.6
"status, we dont like people like you",hate,social,medium,0.75
you are so clueless !!!,insult,individual,medium,0.3
"principal, you will pay for what you did",threat,teacher,medium,0.82
this is only for selected people so please stop.,exclusion,individual,medium,0.42
I just wanted to say stop getting involved,aggression,individual,medium,0.55
"face, you dont need to be here",exclusion,appearance,medium,0.42
why do you always show up where i am immediately.,stalking,individual,high,0.67
this chat is mentally draining and everyone agrees.,toxicity,group,high,0.55
It's obvious that better you leave this group,exclusion,group,medium,0.42
"To be honest, dont keep asking the same thing",harassment,appearance,medium,0.45
"To be honest, dont test my patience so please stop.",threat,academic,medium,0.82
It's obvious that you will suffer for this,threat,individual,medium,0.82
I think people here are very problematic,toxicity,group,medium,0.5
"Stop it, there is too much negativity here and it's annoying.",toxicity,individual,medium,0.5
"mentor, this chat ruins my mood",toxicity,teacher,medium,0.5
"story, this will not end well for you",threat,social,medium,0.82
Everyone knows this is not meant for you (no offense).,exclusion,individual,high,0.47
"Hey, stop talking rubbish",insult,individual,medium,0.3
"Just so you know, just wait and watch",threat,individual,medium,0.82
stop chasing me for replies,harassment,individual,medium,0.45
"To be honest, we are tired of people like you ... whatever.",hate,individual,medium,0.75
"In my opinion, your type should not be here don't you think?",hate,individual,medium,0.75
you dont have common sense,insult,individual,medium,0.3
Everyone knows we already decided without you - just my opinion.,exclusion,individual,high,0.47
"In my opinion, this environment is really bad ... whatever.",toxicity,gender,medium,0.5
"teacher, this group is not for you",exclusion,teacher,medium,0.42
you are not required and it's sad.,exclusion,individual,medium,0.42
"approach, this chat is mentally draining",toxicity,group,medium,0.5
why do you always show up where i am period.,stalking,individual,high,0.67
I think dont keep pinging me for no reason,harassment,individual,medium,0.45
you keep irritating me daily and everyone agrees.,harassment,individual,high,0.5
I just wanted to say why are you noticing my movements for sure.,stalking,gender,medium,0.62
I just wanted to say use your brain once,insult,individual,medium,0.3
"story, this place feels unhealthy",toxicity,social,medium,0.5
back off right now and it's sad.,aggression,individual,medium,0.55
"Seriously, people like you are a headache !!!",hate,individual,high,0.8
"attitude, why do you know when i read messages",stalking,personal,medium,0.62
"Actually, i told you already dont text me",harassment,individual,medium,0.45
"Listen, why are you watching my profile daily immediately.",stalking,teacher,medium,0.62
"Hey, this chat is very unhealthy",toxicity,group,medium,0.5
"Honestly, you never get anything right for real.",insult,individual,high,0.35
It's obvious that people like you should stay away,hate,individual,medium,0.75
"Look, this space is not safe mentally",toxicity,gender,medium,0.5
"Seriously, you are everywhere i go !!!",stalking,individual,high,0.67
I just wanted to say this doesnt concern you and everyone agrees.,exclusion,individual,high,0.47
I think back off right now and it's annoying.,aggression,individual,medium,0.55
"test, dont message me late night",harassment,academic,medium,0.45
Everyone knows you are not invited to this ... whatever.,exclusion,individual,high,0.47
"looks, stop irritating everyone",aggression,appearance,high,0.6
"Just so you know, this chat is exhausting",toxicity,group,medium,0.5
"Just so you know, people like you never change (no offense).",hate,individual,high,0.8
"Hey, we are tired of people like you immediately.",hate,individual,medium,0.75
"whole class, dont keep asking the same thing",harassment,group,medium,0.45
"habit, i will make sure everyone knows",threat,personal,high,0.87
Everyone knows keep quiet please,aggression,individual,high,0.6
"Stop it, you are not invited to this",exclusion,individual,medium,0.42
"hod, stop getting involved",aggression,teacher,medium,0.55
"Hey, dont cross the line without a doubt.",aggression,individual,medium,0.55
go mind your work without a doubt.,aggression,individual,medium,0.55
"blue tick, why do you keep calling me",harassment,social,medium,0.45
"Look, you are in serious trouble ... whatever.",threat,appearance,medium,0.82
"To be honest, dont start with me and it's sad.",aggression,individual,medium,0.55
"To be honest, dont involve yourself here and everyone agrees.",exclusion,individual,high,0.47
"Listen, this chat is exhausting",toxicity,group,medium,0.5
It's obvious that what are you even saying,insult,individual,medium,0.3
"offline, dont overdo it",aggression,social,medium,0.55
"skin, this chat is very unhealthy",toxicity,group,medium,0.5
"Actually, people like you make everything dirty",hate,individual,medium,0.75
dont overdo it,aggression,individual,medium,0.55
"class teacher, this group is not for you",exclusion,teacher,medium,0.42
"Stop it, stop monitoring what i do immediately.",stalking,individual,medium,0.62
"Honestly, this place feels suffocating don't you think?",toxicity,individual,medium,0.5
you are hopeless for real.,insult,individual,medium,0.3
I just wanted to say stop stalking me without a doubt.,stalking,individual,medium,0.62
"Just so you know, stop chasing me for replies period.",harassment,individual,medium,0.45
dont keep asking the same thing so please stop.,harassment,appearance,medium,0.45
"Basically, you sound really stupid for sure.",insult,individual,medium,0.3
"Seriously, this group is full of drama - just my opinion.",toxicity,group,high,0.55
"To be honest, why do you always show up where i am",stalking,individual,high,0.67
"Look, why do you keep calling me right now.",harassment,appearance,medium,0.45
dont think this will go unnoticed immediately.,threat,individual,medium,0.82
"habit, stop disturbing me during class",harassment,personal,medium,0.45
"Honestly, we are tired of people like you immediately.",hate,individual,medium,0.75
"Hey, keep quiet please",aggression,individual,medium,0.55
"guys, why do you keep noticing when i am active",stalking,gender,medium,0.62
"Actually, why are you always behind me and it's annoying.",stalking,individual,high,0.67
"lab record, this is between us only",exclusion,academic,medium,0.42
Everyone knows you dont belong in our circle,exclusion,individual,high,0.47
this is not meant for you and it's sad.,exclusion,individual,medium,0.42
you make everything worse ... whatever.,insult,individual,medium,0.3
"outfit, why are you always in my dm",harassment,appearance,high,0.5
stop talking nonsense and it's sad.,aggression,individual,medium,0.55
"Hey, this doesnt concern you for real.",exclusion,individual,medium,0.42
"skin, this group is not for you",exclusion,group,medium,0.42
I just wanted to say this group makes me uncomfortable for sure.,toxicity,group,medium,0.5
"Actually, mind your own business",aggression,individual,medium,0.55
you just dont get it - just my opinion.,insult,individual,medium,0.3
I just wanted to say stop disturbing me during class immediately.,harassment,individual,medium,0.45
what are you even saying - just my opinion.,insult,individual,medium,0.3
"To be honest, your kind spoils the environment immediately.",hate,gender,medium,0.75
why do you see my story every time,stalking,social,medium,0.62
"Actually, go away from here right now.",aggression,individual,medium,0.55
"semester, why are you always checking my status",stalking,academic,high,0.67
I just wanted to say dont follow up again please,harassment,individual,medium,0.45
"this group, dont start with me",aggression,group,medium,0.55
"archive, there is too much negativity here",toxicity,social,medium,0.5
why are you so behind me for real.,harassment,individual,medium,0.45
"women, why do you keep calling me",harassment,gender,medium,0.45
"To be honest, you wont get away with this so please stop.",threat,individual,medium,0.82
i cant stand people like you so please stop.,hate,individual,medium,0.75
why do you keep noticing when i am active,stalking,individual,medium,0.62
"project, why are you watching my profile daily",stalking,teacher,medium,0.62
"looks, i will report this to sir",threat,teacher,medium,0.82
It's obvious that dont test my patience,threat,academic,medium,0.82
"Actually, please remove yourself",exclusion,individual,medium,0.42
why are you always online when i come for sure.,stalking,social,high,0.67
dont interfere in this immediately.,aggression,individual,medium,0.55
"men, this place feels unhealthy",toxicity,gender,medium,0.5
"this section, dont act smart here",aggression,group,medium,0.55
"thinking, we dont want you in this discussion",exclusion,personal,medium,0.42
"Look, stop stalking me - just my opinion.",stalking,appearance,medium,0.62
"mentality, dont test my patience",threat,gender,medium,0.82
"Basically, dont message me late night !!!",harassment,individual,medium,0.45
"Seriously, stop texting me every day",harassment,individual,high,0.5
Everyone knows dont lecture me,aggression,individual,high,0.6
"Look, nobody takes you seriously and everyone agrees.",insult,appearance,high,0.35
"principal, why do you know when i read messages",stalking,teacher,medium,0.62
"To be honest, this is between us only",exclusion,individual,medium,0.42
I just wanted to say this is embarrassing and it's sad.,insult,individual,medium,0.3
"In my opinion, you keep irritating me daily",harassment,individual,medium,0.45
dont message me late night - just my opinion.,harassment,individual,medium,0.45
stay in your limits period.,aggression,individual,medium,0.55
"block, why are you so slow",insult,social,medium,0.3
we dont want you in this discussion right now.,exclusion,individual,medium,0.42
you sound really stupid don't you think?,insult,individual,medium,0.3
your kind is not welcome here (no offense).,hate,individual,low,0.7
"Honestly, i will complain about you for real.",threat,individual,medium,0.82
I think no need for you here !!!,exclusion,individual,medium,0.42
"Hey, why do you keep noticing when i am active",stalking,individual,medium,0.62
Everyone knows this is such a dumb question,insult,individual,high,0.35
Everyone knows i will complain about you and everyone agrees.,threat,individual,high,0.87
It's obvious that we already decided without you without a doubt.,exclusion,individual,medium,0.42
"Actually, you sound really stupid",insult,individual,medium,0.3
"Hey, this is embarrassing ... whatever.",insult,individual,medium,0.3
"this crowd, keep quiet please",aggression,group,medium,0.55
Everyone knows why do you follow everything i do,stalking,individual,high,0.67
"whole class, stop bothering me about this",harassment,group,medium,0.45
I just wanted to say i told you already dont text me and everyone agrees.,harassment,individual,high,0.5
why do you always show up where i am (no offense).,stalking,individual,high,0.67
stop talking nonsense for sure.,aggression,individual,medium,0.55
"Hey, why do you keep observing me period.",stalking,individual,medium,0.62
dont cross the line - just my opinion.,aggression,individual,medium,0.55
we already decided without you without a doubt.,exclusion,individual,medium,0.42
people like you should stay away don't you think?,hate,individual,medium,0.75
"Honestly, why do you keep calling me",harassment,individual,medium,0.45
"mentality, i told you already dont text me",harassment,gender,medium,0.45
"character, this chat is exhausting",toxicity,group,medium,0.5
your kind is unwanted here - just my opinion.,hate,individual,medium,0.75
"guys, this is such a dumb question",insult,gender,medium,0.3
"Honestly, why are you always behind me and everyone agrees.",stalking,individual,high,0.67
"Basically, dont keep pinging me for no reason and everyone agrees.",harassment,individual,high,0.5
"ladies, stop getting involved",aggression,gender,medium,0.55
"looks ugly, you dont belong in this level",insult,appearance,medium,0.3
"Hey, you cant escape from this",threat,individual,medium,0.82
"Just so you know, dont push me beyond my limit",threat,individual,medium,0.82
"sir, stop tracking my activity",stalking,teacher,medium,0.62
people like you make everything dirty,hate,individual,medium,0.75
"Just so you know, i will report this to sir so please stop.",threat,teacher,medium,0.82
dont keep asking the same thing for real.,harassment,appearance,medium,0.45
"Actually, stop keeping tabs on me",stalking,individual,medium,0.62
"Listen, back off right now without a doubt.",aggression,individual,medium,0.55
"Seriously, we dont like people like you - just my opinion.",hate,individual,high,0.8
you will regret this later and it's sad.,threat,individual,medium,0.82
"Seriously, dont overdo it",aggression,individual,high,0.6
"you all, mind your own business",aggression,group,medium,0.55
you always ruin the mood,insult,individual,high,0.35
you dont belong in our circle - just my opinion.,exclusion,individual,medium,0.42
I just wanted to say stop talking rubbish and it's sad.,insult,individual,medium,0.3
"Honestly, dont think this will go unnoticed period.",threat,individual,medium,0.82
"Seriously, dont keep reminding me again and again",harassment,individual,high,0.5
It's obvious that you are not part of this !!!,exclusion,individual,medium,0.42
back off right now so please stop.,aggression,individual,medium,0.55
"Basically, why are you messaging me again",harassment,individual,medium,0.45
Everyone knows we dont like people like you without a doubt.,hate,individual,high,0.8
"Actually, you are not part of this !!!",exclusion,individual,medium,0.42
"last seen, this group is too negative",toxicity,group,medium,0.5
"looks strange, this group is very disturbing",toxicity,group,medium,0.5
why are you always behind me,stalking,individual,high,0.67
"online, dont lecture me",aggression,social,medium,0.55
"Hey, people like you are a headache",hate,individual,medium,0.75
"In my opinion, keep quiet please",aggression,individual,medium,0.55
"story, dont keep reminding me again and again",harassment,social,medium,0.45
"Look, you are not part of this and it's sad.",exclusion,appearance,medium,0.42
"Look, this is your last warning !!!",threat,appearance,medium,0.82
I think this is between us only,exclusion,individual,medium,0.42
"thinking, stay out of my matters",aggression,personal,medium,0.55
"Just so you know, dont think this will go unnoticed and it's sad.",threat,individual,medium,0.82
"Stop it, dont involve yourself here right now.",exclusion,individual,medium,0.42
"Actually, why cant you just stop immediately.",harassment,individual,medium,0.45
stay in your limits for sure.,aggression,individual,medium,0.55
stop talking rubbish and it's sad.,insult,individual,medium,0.3
"guide, how many times should i say no",harassment,teacher,medium,0.45
"Honestly, why are you noticing my movements",stalking,gender,medium,0.62
you are everywhere i go,stalking,individual,medium,0.62
I think you are such a burden right now.,insult,individual,medium,0.3
you will regret this later and it's annoying.,threat,individual,medium,0.82
"Look, dont poke your nose",aggression,appearance,medium,0.55
"hod, we are tired of people like you",hate,teacher,medium,0.75
"reply, this group is not for you",exclusion,group,medium,0.42
"To be honest, you are acting childish",insult,individual,medium,0.3
"Just so you know, stop texting me every day",harassment,individual,medium,0.45
"mindset, this is between us only",exclusion,personal,medium,0.42
"Actually, people like you never change",hate,individual,high,0.8
"Stop it, keep quiet please",aggression,individual,medium,0.55
"Seriously, mind your own group and it's annoying.",exclusion,individual,high,0.47
"Seriously, you dont belong in our circle",exclusion,individual,high,0.47
you are not required and everyone agrees.,exclusion,individual,high,0.47
"Look, everyone laughs at you",insult,appearance,high,0.35
"Honestly, why are you always behind me for sure.",stalking,individual,high,0.67
"Seriously, this group is very disturbing for sure.",toxicity,group,high,0.55
"Actually, stay in your limits for sure.",aggression,individual,medium,0.55
"Seriously, this chat is exhausting ... whatever.",toxicity,group,high,0.55
stop talking nonsense and it's annoying.,aggression,individual,medium,0.55
