message,label,target_type,severity_score,severity_level,context
"Ufwacvz, stop acting like a total bitch every day. #bf9e",Insult,Individual,0.68,low,whatsapp_group_chat
"Ninna idiot thara behavior nodi everyone frustrate agta idare, Ejoickp. #93d2",Insult,Individual,0.74,medium,whatsapp_group_chat
"Yella dina dagar tara mathadbeda, Vsxhoqa. #0184",Insult,Individual,0.8,high,whatsapp_group_chat
"This queer behaviour is not okay, Ycvemrhhu. #ed10",Insult,Individual,0.52,medium,whatsapp_group_chat
"Ivattu kooda cry baby tara act madtidya, Wmcb. #7e4f",Harassment,Individual,0.62,high,whatsapp_group_chat
"Omx, nee tumba sooley maga tara idiya maga. #ee77",Insult,Individual,0.43,medium,whatsapp_group_chat
"People are tired of your bloody hell attitude, Setuagn. #8296",Harassment,Individual,0.38,low,whatsapp_group_chat
"People are tired of your bitch attitude, Qfv. #193d",Insult,Individual,0.45,low,whatsapp_group_chat
"Ninna monkey thara behavior nodi everyone frustrate agta idare, Awrjv. #75a6",Insult,Individual,0.69,medium,whatsapp_group_chat
"Group nalli a tara keiya maga baribeda, Eakhdro. #0bfa",Harassment,Individual,0.66,medium,whatsapp_group_chat
"This split tongue behaviour is not okay, Cugxajhmoc. #3d2f",Insult,Individual,0.64,medium,whatsapp_group_chat
"People are tired of your bugger attitude, Odkm. #1ec4",Insult,Individual,0.44,low,whatsapp_group_chat
"Rafylvofb, ivattu full gandu maga mode nalli idiya. #7b17",Insult,Individual,0.5,high,whatsapp_group_chat
"Ivattu kooda not a loyal tara act madtidya, Dgz. #1409",Harassment,Individual,0.39,low,whatsapp_group_chat
"This bitch behaviour is not okay, Roeqhchye. #58db",Insult,Individual,0.66,low,whatsapp_group_chat
"Svbpjavs, stop acting like a total bugger every day. #c35f",Insult,Individual,0.57,high,whatsapp_group_chat
"Yqahw, nin sucide nataka nodakke bore aaytu. #3cf9",Threat,Individual,0.43,medium,whatsapp_group_chat
"People are tired of your damn attitude, Huxhfxtt. #4b9c",Insult,Individual,0.59,high,whatsapp_group_chat
"Uljnsypk, yaaru kuda ninna joker thara nature ishta padalla. #9d1e",Insult,Individual,0.57,medium,whatsapp_group_chat
"Cbmpofd, nee tumba thotha maga tara idiya maga. #fb10",Insult,Individual,0.41,medium,whatsapp_group_chat
"Ivattu kooda fake character tara act madtidya, Dobxoiyq. #c271",Harassment,Individual,0.79,high,whatsapp_group_chat
"Group nalli a tara soolya baribeda, Amnn. #ba33",Harassment,Individual,0.56,medium,whatsapp_group_chat
"Rticak, stop acting like a total hell every day. #6a8d",Harassment,Individual,0.43,low,whatsapp_group_chat
"Yella dina die maga tara mathadbeda, Qbdlt. #26b7",Threat,Individual,0.66,medium,whatsapp_group_chat
"People are tired of your wanker attitude, Erbnp. #600f",Sexual Harassment,Individual,0.39,low,whatsapp_group_chat
"Hmrdsttwvi, nin le niga nataka nodakke bore aaytu. #ba4a",Harassment,Individual,0.7,high,whatsapp_group_chat
"Ninna idiot thara behavior nodi everyone frustrate agta idare, Ynor. #e292",Insult,Individual,0.61,high,whatsapp_group_chat
"Dvglqtjbix, ivattu full keiya maga mode nalli idiya. #4f13",Harassment,Individual,0.47,medium,whatsapp_group_chat
"People are tired of your pissflaps attitude, Mhfkjubv. #737d",Insult,Individual,0.54,medium,whatsapp_group_chat
"Yella dina gaandu tara mathadbeda, Vyitwnj. #be75",Insult,Individual,0.62,medium,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Ysaa. #839e",Harassment,Individual,0.53,medium,whatsapp_group_chat
"Group nalli a tara bosodina maga baribeda, Vkwzytpkfz. #998e",Harassment,Individual,0.59,medium,whatsapp_group_chat
"Only a pissflaps will spam the group like you, Jahkkyd. #11ac",Insult,Individual,0.67,medium,whatsapp_group_chat
"Ltxz, stop acting like a total sex every day. #917e",Sexual Harassment,Individual,0.62,medium,whatsapp_group_chat
"Group nalli a tara saayi maga baribeda, Qpy. #8073",Threat,Individual,0.67,high,whatsapp_group_chat
"Only a duffer will spam the group like you, Iino. #5bf7",Insult,Individual,0.4,medium,whatsapp_group_chat
"Group nalli a tara ninna gandu baribeda, Tkbev. #0297",Insult,Individual,0.68,medium,whatsapp_group_chat
"Only a dirty fellow will spam the group like you, Pfd. #2b4e",Insult,Individual,0.49,medium,whatsapp_group_chat
"This ass behaviour is not okay, Lgd. #fd5d",Harassment,Individual,0.63,high,whatsapp_group_chat
"Ahsbgw, nee tumba baa, nan tunne nekku tara idiya maga. #21b9",Harassment,Individual,0.38,medium,whatsapp_group_chat
"Group nalli ee sakath body attitude beda, Ufphdfrj. #4452",Harassment,Individual,0.47,medium,whatsapp_group_chat
"Qlgd, stop acting like a total stupid every day. #5fd8",Insult,Individual,0.54,medium,whatsapp_group_chat
"This sex behaviour is not okay, Nqozghciq. #674a",Sexual Harassment,Individual,0.66,medium,whatsapp_group_chat
"Qgpbsvdq, stop acting like a total split tongue every day. #8b99",Insult,Individual,0.58,medium,whatsapp_group_chat
"Only a cockfoam will spam the group like you, Dflodo. #692e",Sexual Harassment,Individual,0.37,low,whatsapp_group_chat
"Only a duffer will spam the group like you, Snqq. #65f6",Insult,Individual,0.45,medium,whatsapp_group_chat
"Only a choad will spam the group like you, Beqbni. #84a0",Insult,Individual,0.5,high,whatsapp_group_chat
"Group nalli a tara gaandu baribeda, Tplaso. #5a57",Insult,Individual,0.72,medium,whatsapp_group_chat
"Group nalli ee monkey thara attitude beda, Wkacxoalcq. #7fe0",Insult,Individual,0.38,medium,whatsapp_group_chat
"Dssopjf, ivattu full sexy baby maga mode nalli idiya. #6f58",Sexual Harassment,Individual,0.63,medium,whatsapp_group_chat
"People are tired of your transgender attitude, Yfwrkcjbl. #a19a",Insult,Individual,0.76,high,whatsapp_group_chat
"Ypcekw, ivattu full saayi mode nalli idiya. #9703",Threat,Individual,0.63,medium,whatsapp_group_chat
"Group nalli ee sexy bro attitude beda, Knezdfobh. #84ed",Sexual Harassment,Individual,0.71,medium,whatsapp_group_chat
"People are tired of your dog attitude, Btcprnwzwu. #bf61",Insult,Individual,0.41,low,whatsapp_group_chat
"Azunqtons, yaaru kuda ninna die nature ishta padalla. #192b",Threat,Individual,0.64,medium,whatsapp_group_chat
"Lzwmagpsy, you are such a twat in this group. #ca79",Insult,Individual,0.32,low,whatsapp_group_chat
"Ddgcdle, ivattu full bakra mode nalli idiya. #2f5d",Insult,Individual,0.52,high,whatsapp_group_chat
"Group nalli a tara bosodike baribeda, Hexpl. #ee38",Insult,Individual,0.65,medium,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Ippblqwaca. #c12f",Harassment,Individual,0.46,medium,whatsapp_group_chat
"Lhtmpaastk, ivattu full haavu bro neenu mode nalli idiya. #5b0a",Harassment,Individual,0.76,high,whatsapp_group_chat
"Tzhxhg, nee tumba dagar tara idiya maga. #9d8b",Insult,Individual,0.49,high,whatsapp_group_chat
"Luxnt, nin sexy bro maga nataka nodakke bore aaytu. #e9f1",Sexual Harassment,Individual,0.8,high,whatsapp_group_chat
"People are tired of your fuck attitude, Jxbukelzwb. #76c6",Harassment,Individual,0.73,medium,whatsapp_group_chat
"Yella dina sexy baby maga tara mathadbeda, Yhse. #2c1d",Sexual Harassment,Individual,0.51,high,whatsapp_group_chat
"Axy, nin dagarina nataka nodakke bore aaytu. #1925",Insult,Individual,0.51,medium,whatsapp_group_chat
"Mlvfy, nin not a loyal nataka nodakke bore aaytu. #10da",Harassment,Individual,0.49,low,whatsapp_group_chat
"Group nalli a tara dagarina baribeda, Ksngoafxc. #9755",Insult,Individual,0.78,high,whatsapp_group_chat
"Iqllhd, yaaru kuda ninna sakath body nature ishta padalla. #59cc",Harassment,Individual,0.62,medium,whatsapp_group_chat
"Group nalli ee sexy bro attitude beda, Sblcto. #939e",Sexual Harassment,Individual,0.74,high,whatsapp_group_chat
"Njqmdt, stop acting like a total lick every day. #a48e",Sexual Harassment,Individual,0.62,high,whatsapp_group_chat
"Dizuo, nin muka thika thara ide nataka nodakke bore aaytu. #8a79",Harassment,Individual,0.68,low,whatsapp_group_chat
"This ass behaviour is not okay, Ipw. #e9d9",Harassment,Individual,0.76,high,whatsapp_group_chat
"Ykopzr, you are such a cunt in this group. #caf1",Sexual Harassment,Individual,0.66,low,whatsapp_group_chat
"Etaqe, nin muda nataka nodakke bore aaytu. #1158",Insult,Individual,0.62,high,whatsapp_group_chat
"Group nalli ee fake character attitude beda, Elykmggo. #9291",Harassment,Individual,0.64,medium,whatsapp_group_chat
"Mkuwtdq, nin bosodina nataka nodakke bore aaytu. #eba4",Harassment,Individual,0.51,medium,whatsapp_group_chat
"Rzbvs, nee full monkey thara tara behave madthiya. #f521",Insult,Individual,0.47,medium,whatsapp_group_chat
"Mvltkku, yaaru kuda ninna sucide nature ishta padalla. #1511",Threat,Individual,0.5,high,whatsapp_group_chat
"Matypybu, nee full haavu bro neenu tara behave madthiya. #99b9",Harassment,Individual,0.51,medium,whatsapp_group_chat
"Lqgjezcsd, nee tumba bakra tara idiya maga. #8fd1",Insult,Individual,0.34,low,whatsapp_group_chat
"Only a choad will spam the group like you, Dxmbes. #49b1",Insult,Individual,0.38,low,whatsapp_group_chat
"Mbkkibxq, stop acting like a total damn every day. #cdfa",Insult,Individual,0.58,medium,whatsapp_group_chat
"Vrwfg, nee full idiot thara tara behave madthiya. #04e3",Insult,Individual,0.73,high,whatsapp_group_chat
"This lick behaviour is not okay, Xxkccxwwf. #8e47",Sexual Harassment,Individual,0.45,high,whatsapp_group_chat
"Opuvxsngt, nee full joker thara tara behave madthiya. #fa2e",Insult,Individual,0.6,low,whatsapp_group_chat
"Dlbtxweq, nee tumba sexy baby maga tara idiya maga. #e164",Sexual Harassment,Individual,0.49,medium,whatsapp_group_chat
"Yella dina sexy bro maga tara mathadbeda, Vurdzgdq. #9487",Sexual Harassment,Individual,0.49,high,whatsapp_group_chat
"Dyhzltaze, yaaru kuda ninna monkey thara nature ishta padalla. #d41a",Insult,Individual,0.59,medium,whatsapp_group_chat
"This loser behaviour is not okay, Ygxfzkc. #d186",Insult,Individual,0.61,medium,whatsapp_group_chat
"Ewaxiag, stop acting like a total damn every day. #3ef1",Insult,Individual,0.62,medium,whatsapp_group_chat
"Yella dina kembatti tara mathadbeda, Iaqjzikc. #08ac",Insult,Individual,0.5,medium,whatsapp_group_chat
"This fag behaviour is not okay, Geq. #f1a5",Insult,Individual,0.38,medium,whatsapp_group_chat
"People are tired of your cunt attitude, Akebn. #c214",Sexual Harassment,Individual,0.71,medium,whatsapp_group_chat
"Only a fuck will spam the group like you, Icla. #87d4",Harassment,Individual,0.45,medium,whatsapp_group_chat
"People are tired of your bollocks attitude, Poyuneb. #2daa",Insult,Individual,0.82,high,whatsapp_group_chat
"Cnjcajxvq, stop acting like a total sex every day. #4545",Sexual Harassment,Individual,0.67,high,whatsapp_group_chat
"People are tired of your fuck you attitude, Lacd. #5010",Harassment,Individual,0.42,low,whatsapp_group_chat
"This choad behaviour is not okay, Sjz. #4ae3",Insult,Individual,0.68,medium,whatsapp_group_chat
"Ninna sexy baby behavior nodi everyone frustrate agta idare, Dfdbqrp. #23c1",Sexual Harassment,Individual,0.53,low,whatsapp_group_chat
"Nxrwwvgyq, nin baa, nan tunne nekku nataka nodakke bore aaytu. #4acf",Harassment,Individual,0.53,medium,whatsapp_group_chat
"Only a queer will spam the group like you, Swpcgnljeb. #5a03",Insult,Individual,0.45,low,whatsapp_group_chat
"Ivattu kooda dove rani tara act madtidya, Pnrzracli. #0d0b",Harassment,Individual,0.5,low,whatsapp_group_chat
"Jvc, nee full sexy bro tara behave madthiya. #82df",Sexual Harassment,Individual,0.71,low,whatsapp_group_chat
"People are tired of your hell attitude, Ltlzmot. #cd0a",Harassment,Individual,0.5,high,whatsapp_group_chat
"This son of bitch behaviour is not okay, Vyjn. #cec9",Insult,Individual,0.54,medium,whatsapp_group_chat
"Bbwgpbk, you are such a dick head in this group. #f24b",Sexual Harassment,Individual,0.57,medium,whatsapp_group_chat
"Group nalli a tara kembatti maga baribeda, Gdtq. #05cf",Insult,Individual,0.83,high,whatsapp_group_chat
"Iqvegxos, nee full die tara behave madthiya. #3297",Threat,Individual,0.58,medium,whatsapp_group_chat
"Xeqqp, you are such a bozo in this group. #63f7",Insult,Individual,0.47,high,whatsapp_group_chat
"Ninna cry baby behavior nodi everyone frustrate agta idare, Npksrcpgd. #cb89",Harassment,Individual,0.45,medium,whatsapp_group_chat
"Tud, stop acting like a total two head snake every day. #a1aa",Insult,Individual,0.34,low,whatsapp_group_chat
"Bzfcmx, ivattu full kall maga mode nalli idiya. #bf58",Insult,Individual,0.68,high,whatsapp_group_chat
"Ivattu kooda dove rani tara act madtidya, Ilydtr. #e83b",Harassment,Individual,0.57,medium,whatsapp_group_chat
"Oykcf, nee tumba bosodina tara idiya maga. #94f7",Harassment,Individual,0.43,medium,whatsapp_group_chat
"Ninna saayi behavior nodi everyone frustrate agta idare, Pmqsnqkpu. #413e",Threat,Individual,0.48,medium,whatsapp_group_chat
"Cguaprtsb, stop acting like a total bugger every day. #0f6c",Insult,Individual,0.59,medium,whatsapp_group_chat
"Qckwq, nin thotha nataka nodakke bore aaytu. #9e24",Insult,Individual,0.72,medium,whatsapp_group_chat
"Jcmml, you are such a split tongue in this group. #8f0c",Insult,Individual,0.65,medium,whatsapp_group_chat
"People are tired of your cock-socker attitude, Zrspt. #fe4f",Sexual Harassment,Individual,0.55,medium,whatsapp_group_chat
"Only a wtf will spam the group like you, Vxolqj. #8f5b",Harassment,Individual,0.45,high,whatsapp_group_chat
"Yella dina muttala maga tara mathadbeda, Nakfzsq. #6bf9",Insult,Individual,0.65,medium,whatsapp_group_chat
"Ivattu kooda sexy baby tara act madtidya, Iefd. #5016",Sexual Harassment,Individual,0.58,high,whatsapp_group_chat
"Reu, you are such a fuck in this group. #b973",Harassment,Individual,0.71,medium,whatsapp_group_chat
"Ninna idiot thara behavior nodi everyone frustrate agta idare, Bmu. #978e",Insult,Individual,0.44,low,whatsapp_group_chat
"Group nalli ee haavu bro neenu attitude beda, Bjhykryxl. #9c88",Harassment,Individual,0.4,medium,whatsapp_group_chat
"Only a son of bitch will spam the group like you, Jqorcj. #f426",Insult,Individual,0.72,medium,whatsapp_group_chat
"Group nalli ee fake character attitude beda, Hjtdzil. #5672",Harassment,Individual,0.63,low,whatsapp_group_chat
"This gay behaviour is not okay, Wgqqredut. #6092",Insult,Individual,0.46,medium,whatsapp_group_chat
"People are tired of your mother fucker attitude, Bslcxuvci. #c680",Insult,Individual,0.44,high,whatsapp_group_chat
"Only a rubbish will spam the group like you, Pgyyoekf. #6670",Insult,Individual,0.39,low,whatsapp_group_chat
"Ninna joker thara behavior nodi everyone frustrate agta idare, Lgdaqnlman. #9405",Insult,Individual,0.42,low,whatsapp_group_chat
"Yyqkuyh, you are such a piss off in this group. #84fe",Harassment,Individual,0.42,medium,whatsapp_group_chat
"Iegzappl, ivattu full gandu mode nalli idiya. #3175",Insult,Individual,0.33,low,whatsapp_group_chat
"Group nalli ee not a loyal attitude beda, Dhclbgpcko. #03b2",Harassment,Individual,0.44,medium,whatsapp_group_chat
"Only a nigga will spam the group like you, Dfuao. #51d9",Harassment,Individual,0.48,high,whatsapp_group_chat
"Jbamkjy, yaaru kuda ninna sakath body nature ishta padalla. #eea7",Harassment,Individual,0.59,high,whatsapp_group_chat
"Sht, you are such a son of bitch in this group. #5aa7",Insult,Individual,0.56,medium,whatsapp_group_chat
"People are tired of your bastard attitude, Onnssadb. #8939",Insult,Individual,0.56,medium,whatsapp_group_chat
"Ivattu kooda saayi tara act madtidya, Pqogykcbek. #1136",Threat,Individual,0.79,high,whatsapp_group_chat
"Group nalli a tara muklyappa baribeda, Sghpbvrf. #26b6",Insult,Individual,0.61,medium,whatsapp_group_chat
"Yella dina sakath body tara mathadbeda, Mmehirsmgz. #4c41",Harassment,Individual,0.5,high,whatsapp_group_chat
"Nkewrwbbu, nin keiyanna nataka nodakke bore aaytu. #9d88",Harassment,Individual,0.57,high,whatsapp_group_chat
"Vod, stop acting like a total damn every day. #b4b5",Insult,Individual,0.49,low,whatsapp_group_chat
"Ninna sexy bro behavior nodi everyone frustrate agta idare, Rtonacpuk. #d5af",Sexual Harassment,Individual,0.7,medium,whatsapp_group_chat
"Gftjurwy, nee tumba le niga tara idiya maga. #c4e7",Harassment,Individual,0.77,high,whatsapp_group_chat
"Lqcedplmr, you are such a wtf in this group. #75f6",Harassment,Individual,0.61,medium,whatsapp_group_chat
"Group nalli a tara hucchadanta maga baribeda, Ekip. #a5d8",Insult,Individual,0.6,medium,whatsapp_group_chat
"Group nalli ee idiot thara attitude beda, Hegsxatzi. #27ab",Insult,Individual,0.6,medium,whatsapp_group_chat
"Ninna sexy bro behavior nodi everyone frustrate agta idare, Zhyvv. #8842",Sexual Harassment,Individual,0.47,medium,whatsapp_group_chat
"Nxqybvlryq, stop acting like a total lame every day. #c72a",Harassment,Individual,0.72,high,whatsapp_group_chat
"Group nalli a tara saayi mad baribeda, Mswt. #beb8",Threat,Individual,0.45,medium,whatsapp_group_chat
"Group nalli a tara sade baribeda, Pfgw. #1d47",Insult,Individual,0.4,medium,whatsapp_group_chat
"Mjkxg, stop acting like a total bugger every day. #808c",Insult,Individual,0.35,low,whatsapp_group_chat
"Bpfcrncccq, ivattu full thimru mode nalli idiya. #fdc6",Insult,Individual,0.62,medium,whatsapp_group_chat
"Wlbzlzkvm, nee full cry baby tara behave madthiya. #ed6f",Harassment,Individual,0.6,low,whatsapp_group_chat
"Fexslrdv, yaaru kuda ninna sakath body nature ishta padalla. #261c",Harassment,Individual,0.62,medium,whatsapp_group_chat
"Dntxl, yaaru kuda ninna sakath body nature ishta padalla. #dbfd",Harassment,Individual,0.77,high,whatsapp_group_chat
"This dickhole behaviour is not okay, Hmtorfjdt. #5841",Sexual Harassment,Individual,0.71,medium,whatsapp_group_chat
"Jyvwpaa, stop acting like a total lick every day. #0b6c",Sexual Harassment,Individual,0.65,medium,whatsapp_group_chat
"Only a dimwit will spam the group like you, Jwxjp. #830d",Insult,Individual,0.46,medium,whatsapp_group_chat
"Xrjrmfklj, yaaru kuda ninna cry baby nature ishta padalla. #b91f",Harassment,Individual,0.53,medium,whatsapp_group_chat
"Only a fuck will spam the group like you, Lqp. #82f8",Harassment,Individual,0.48,medium,whatsapp_group_chat
"Ephlis, nee tumba bakra tara idiya maga. #e60c",Insult,Individual,0.31,low,whatsapp_group_chat
"Mxotykk, you are such a slut in this group. #d223",Sexual Harassment,Individual,0.47,medium,whatsapp_group_chat
"Ichnk, nin kalladantha maga nataka nodakke bore aaytu. #715f",Insult,Individual,0.45,high,whatsapp_group_chat
"Pobxp, nee tumba gaanchali tara idiya maga. #8db8",Insult,Individual,0.62,high,whatsapp_group_chat
"Rwpmqwvlw, you are such a bastard in this group. #b6dd",Insult,Individual,0.75,medium,whatsapp_group_chat
"People are tired of your 69 attitude, Cmcybsx. #d26a",Sexual Harassment,Individual,0.61,medium,whatsapp_group_chat
"Kbtjkjrmus, ivattu full hucchadanthe mode nalli idiya. #244b",Insult,Individual,0.63,low,whatsapp_group_chat
"Only a crap will spam the group like you, Auvszzj. #98eb",Harassment,Individual,0.47,medium,whatsapp_group_chat
"This dick head behaviour is not okay, Bqjot. #cfba",Sexual Harassment,Individual,0.77,high,whatsapp_group_chat
"Lqy, yaaru kuda ninna fake character nature ishta padalla. #3315",Harassment,Individual,0.57,medium,whatsapp_group_chat
"This twat behaviour is not okay, Ltjuyp. #9d8c",Insult,Individual,0.76,high,whatsapp_group_chat
"Dzofnfg, you are such a choad in this group. #63c9",Insult,Individual,0.47,low,whatsapp_group_chat
"Yella dina sexy bro tara mathadbeda, Gzjicgwzbl. #4212",Sexual Harassment,Individual,0.62,high,whatsapp_group_chat
"Ucilyqcwg, ivattu full mangyan maga mode nalli idiya. #c3b8",Insult,Individual,0.47,medium,whatsapp_group_chat
"Group nalli a tara joker thara baribeda, Qkarnvxwyo. #83ac",Insult,Individual,0.64,medium,whatsapp_group_chat
"Aqjbdsxni, stop acting like a total queer every day. #85af",Insult,Individual,0.35,medium,whatsapp_group_chat
"Ivattu kooda not a loyal tara act madtidya, Qapo. #21ff",Harassment,Individual,0.67,low,whatsapp_group_chat
"Wgjarpnizh, nin dove rani nataka nodakke bore aaytu. #dbfb",Harassment,Individual,0.65,low,whatsapp_group_chat
"Ogymlubpgr, nin shaata nataka nodakke bore aaytu. #c397",Insult,Individual,0.46,high,whatsapp_group_chat
"Ivattu kooda joker thara tara act madtidya, Moko. #0168",Insult,Individual,0.37,medium,whatsapp_group_chat
"Gse, you are such a butt in this group. #20cd",Harassment,Individual,0.55,low,whatsapp_group_chat
"Crksl, ivattu full dagarina mode nalli idiya. #5af6",Insult,Individual,0.56,high,whatsapp_group_chat
"People are tired of your ohh,piss off attitude, Slgli. #4c46",Harassment,Individual,0.55,high,whatsapp_group_chat
"Group nalli ee sucide attitude beda, Cfudpt. #b909",Threat,Individual,0.73,high,whatsapp_group_chat
"This wanker behaviour is not okay, Dhnvytdc. #9e44",Sexual Harassment,Individual,0.72,medium,whatsapp_group_chat
"Only a piss off will spam the group like you, Gxkxrvndtg. #924b",Harassment,Individual,0.6,high,whatsapp_group_chat
"Group nalli a tara kembatti maga baribeda, Riuzuxiinn. #30fd",Insult,Individual,0.64,high,whatsapp_group_chat
"Only a sexy will spam the group like you, Xxlk. #54ed",Sexual Harassment,Individual,0.53,high,whatsapp_group_chat
"Nvlfdlnwyk, you are such a bloddy hell in this group. #24fe",Harassment,Individual,0.62,high,whatsapp_group_chat
"Yella dina nimmavvana maga tara mathadbeda, Gujmxjdwen. #f241",Harassment,Individual,0.59,low,whatsapp_group_chat
"Group nalli a tara not a loyal maga baribeda, Jqiakmywbb. #eb72",Harassment,Individual,0.4,low,whatsapp_group_chat
"This go to hell behaviour is not okay, Swxihvbm. #5a7b",Harassment,Individual,0.61,low,whatsapp_group_chat
"Hqlvpco, stop acting like a total fuck you every day. #7bf5",Harassment,Individual,0.56,high,whatsapp_group_chat
"Yella dina not a loyal tara mathadbeda, Ldeh. #3a2c",Harassment,Individual,0.6,medium,whatsapp_group_chat
"Thg, nee full joker thara tara behave madthiya. #c2c1",Insult,Individual,0.53,high,whatsapp_group_chat
"Lfggz, nin sakath body maga nataka nodakke bore aaytu. #f7a7",Harassment,Individual,0.73,medium,whatsapp_group_chat
"Gyqwyddszm, nin darbesi nataka nodakke bore aaytu. #5c65",Insult,Individual,0.76,high,whatsapp_group_chat
"Iduftk, nee tumba saayi tara idiya maga. #2c18",Threat,Individual,0.68,medium,whatsapp_group_chat
"Jkywoeej, you are such a suck his dick in this group. #e890",Sexual Harassment,Individual,0.36,low,whatsapp_group_chat
"Group nalli a tara monkey thara baribeda, Oxjwzmisn. #4671",Insult,Individual,0.56,low,whatsapp_group_chat
"Ewxijgeq, ivattu full gandu maga mode nalli idiya. #425a",Insult,Individual,0.4,medium,whatsapp_group_chat
"Group nalli a tara nim ammanakeya baribeda, Ivodquomwx. #81db",Sexual Harassment,Individual,0.34,low,whatsapp_group_chat
"Group nalli a tara dagar baribeda, Emj. #005a",Insult,Individual,0.52,medium,whatsapp_group_chat
"Yella dina sexy bro tara mathadbeda, Bqrspnk. #5ad1",Sexual Harassment,Individual,0.63,medium,whatsapp_group_chat
"This dimwit behaviour is not okay, Cscg. #a523",Insult,Individual,0.52,high,whatsapp_group_chat
"People are tired of your duffer attitude, Sgm. #1125",Insult,Individual,0.67,high,whatsapp_group_chat
"Only a dick head will spam the group like you, Prmptkr. #572e",Sexual Harassment,Individual,0.33,low,whatsapp_group_chat
"Yella dina dagar tara mathadbeda, Rtwalmfaq. #c9f0",Insult,Individual,0.6,medium,whatsapp_group_chat
"Ivattu kooda sexy bro tara act madtidya, Naigwhqhbp. #914e",Sexual Harassment,Individual,0.73,high,whatsapp_group_chat
"Pvpejksipb, stop acting like a total dimwit every day. #9559",Insult,Individual,0.51,medium,whatsapp_group_chat
"Rogyq, you are such a sexy in this group. #0f75",Sexual Harassment,Individual,0.36,medium,whatsapp_group_chat
"Ggvydhzvoy, you are such a wtf in this group. #45d2",Harassment,Individual,0.5,high,whatsapp_group_chat
"People are tired of your choad attitude, Oxvovgbalv. #8da9",Insult,Individual,0.57,high,whatsapp_group_chat
"Fhvblhygzf, ivattu full ninna thullu keya mode nalli idiya. #ef9d",Sexual Harassment,Individual,0.74,medium,whatsapp_group_chat
"Wtdbxnn, nin gandu maga nataka nodakke bore aaytu. #1124",Insult,Individual,0.48,high,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Agdpyjy. #0de7",Harassment,Individual,0.66,medium,whatsapp_group_chat
"Ousyi, stop acting like a total 69 every day. #3d01",Sexual Harassment,Individual,0.55,medium,whatsapp_group_chat
"Group nalli ee joker thara attitude beda, Ctzu. #da54",Insult,Individual,0.56,medium,whatsapp_group_chat
"Wijiczpj, ivattu full nimavvan mode nalli idiya. #2496",Harassment,Individual,0.56,high,whatsapp_group_chat
"Ivattu kooda haavu bro neenu tara act madtidya, Rqz. #8731",Harassment,Individual,0.55,medium,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Rqjgpixfeo. #27b9",Harassment,Individual,0.46,low,whatsapp_group_chat
"Phz, you are such a ass in this group. #e47d",Harassment,Individual,0.54,medium,whatsapp_group_chat
"This choad behaviour is not okay, Gwd. #c54a",Insult,Individual,0.54,low,whatsapp_group_chat
"Tbj, you are such a rubbish in this group. #4e70",Insult,Individual,0.59,low,whatsapp_group_chat
"Bkqylmjh, ivattu full sucide madthiya maga mode nalli idiya. #2fbf",Threat,Individual,0.48,low,whatsapp_group_chat
"Ninna sucide behavior nodi everyone frustrate agta idare, Klvslizk. #cd9b",Threat,Individual,0.48,low,whatsapp_group_chat
"Ivattu kooda sexy baby tara act madtidya, Mzglucmx. #c921",Sexual Harassment,Individual,0.58,high,whatsapp_group_chat
"People are tired of your gay attitude, Bpugpr. #ab27",Insult,Individual,0.51,high,whatsapp_group_chat
"Ylvkcojhuy, ivattu full die maga mode nalli idiya. #58e6",Threat,Individual,0.75,medium,whatsapp_group_chat
"Nlqj, yaaru kuda ninna saayi nature ishta padalla. #8a08",Threat,Individual,0.62,medium,whatsapp_group_chat
"People are tired of your fucking prick attitude, Bmflt. #ff9f",Sexual Harassment,Individual,0.46,medium,whatsapp_group_chat
"This shit behaviour is not okay, Yjd. #4ae2",Harassment,Individual,0.68,high,whatsapp_group_chat
"This mother fucker behaviour is not okay, Feutsyaq. #b243",Insult,Individual,0.78,high,whatsapp_group_chat
"People are tired of your choad attitude, Kgwn. #6d2c",Insult,Individual,0.69,high,whatsapp_group_chat
"Ivattu kooda sucide tara act madtidya, Meiqd. #3d6c",Threat,Individual,0.51,medium,whatsapp_group_chat
"Only a sexy will spam the group like you, Yilyw. #498b",Sexual Harassment,Individual,0.75,medium,whatsapp_group_chat
"This bugger behaviour is not okay, Zxdw. #c5e4",Insult,Individual,0.44,medium,whatsapp_group_chat
"Tbevzoxw, nee tumba muda tara idiya maga. #735c",Insult,Individual,0.48,medium,whatsapp_group_chat
"Ivattu kooda fake character tara act madtidya, Vsmzqirg. #8fa5",Harassment,Individual,0.51,high,whatsapp_group_chat
"Only a arse will spam the group like you, Lztsqw. #ff2b",Harassment,Individual,0.49,medium,whatsapp_group_chat
"Awwpwfju, ivattu full hucchadanthe mode nalli idiya. #50e8",Insult,Individual,0.59,medium,whatsapp_group_chat
"Dvyekwu, stop acting like a total bellend every day. #217e",Insult,Individual,0.51,medium,whatsapp_group_chat
"Ninna dove rani behavior nodi everyone frustrate agta idare, Fobismpw. #97ce",Harassment,Individual,0.43,high,whatsapp_group_chat
