message,label,target_type,severity,severity_score
naale 4gante canteen nalli meet aagona. #4172,Neutral,Individual,Low,0.03
nee send madida reel super comedy aaytu. #7dfb,Neutral,Individual,Low,0.01
"Rsvvvc, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #a754",Harassment,Individual,High,0.53
"Npfbbaleci, nee class nalli full time joker ne yaar. #f214",Insult,Individual,Medium,0.31
"batch, ivananna group inda remove maadona, ivan illaadre better ansta. #0f0f",Exclusion,Group,Medium,0.32
pizza bekka biryani bekka decide maadi. #2f56,Neutral,Group,Low,0
"batch, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #b86b",Exclusion,Group,Medium,0.35
"5 nimisha nalli join agthini, swalpa wait maadu. #b097",Neutral,Unknown,Low,0
yaaru naalege PPT madthare helri. #fbc7,Neutral,Unknown,Low,0
ivattu class full bore aaytu. #589c,Neutral,Group,Low,0.04
yaaru naalege PPT madthare helri. #8b7f,Neutral,Unknown,Low,0
"Rxngnipai, nee ivattu full lazy mode alli idiya dude. #8062",Insult,Individual,Low,0.17
"Gmr, nee sakkat dumb idiya yaar re. #272d",Insult,Individual,Medium,0.34
yaaru naalege PPT madthare helri. #5833,Neutral,Unknown,Low,0
"Vufp, ella platform nalli follow madbeda please, idu stalking tara kanstide. #bcc5",Cyberstalking,Individual,High,0.83
"Xvesdcrof, nee reply nodoke tumba time togondiya re. #4f46",Insult,Individual,Low,0.1
ivattu class full bore aaytu. #ec03,Neutral,Group,Low,0
"Spjstot, nee useless tara behave madthiya yaar. #8e6b",Insult,Individual,Medium,0.38
"guys, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #c433",Exclusion,Group,Low,0.27
pizza bekka biryani bekka decide maadi. #014a,Neutral,Group,Low,0
"Tngprqc, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #78c2",Threat,Individual,High,0.95
"Mqf, nee useless tara behave madthiya yaar. #d416",Insult,Individual,Medium,0.33
"Gzvwfdmh, nee full time late bartiya re. #e4bd",Insult,Individual,Low,0.15
"Isbybjwt, next time barbeku anta helthini, swalpa limit nodu yaar. #9a2b",Threat,Individual,Medium,0.83
"Qhkwnhvt, nee class nalli full time joker ne yaar. #f580",Insult,Individual,Medium,0.37
"Kykdo, cheap comments madbeda ava bagge, group nalli idu sari alla. #bf95",Sexual Harassment,Individual,High,0.71
yavdru ivattu notes idre send maadu pls. #65cf,Neutral,Individual,Low,0.01
"Dgxyrik, nee yavattu serious agalla re. #1804",Insult,Individual,Low,0.26
weekend ge yava movie nodona. #f781,Neutral,Unknown,Low,0.03
naale extra pen togond baa pls. #e21c,Neutral,Unknown,Low,0.02
"Kuycnm, nee total loser tara idiya yaar. #845b",Insult,Individual,High,0.42
yaaru naalege PPT madthare helri. #603c,Neutral,Group,Low,0
"happy birthday, tumba olle varsha agli. #3751",Neutral,Individual,Low,0
"Uzjj, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #b48f",Harassment,Individual,Medium,0.45
"Fwi, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #3677",Harassment,Individual,Medium,0.68
"Dvxq, nee yavattu serious agalla dude. #a8ab",Insult,Individual,Low,0.24
"5 nimisha nalli join agthini, swalpa wait maadu. #c1d2",Neutral,Individual,Low,0
ivattu assignment submit maadbeku maga. #ba6b,Neutral,Unknown,Low,0.01
ivattu class full bore aaytu. #d18e,Neutral,Group,Low,0
"Yfslh, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #866f",Harassment,Individual,Medium,0.64
exam tumba tough aaytu but somehow aaytu. #bcbb,Neutral,Unknown,Low,0
"Qxgin, nee yavattu serious agalla re. #fbac",Insult,Individual,Low,0.1
"Pldxqm, nee tumba irritating agthiya re dude. #5be7",Insult,Individual,Medium,0.21
"Fjhxrfm, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #c3a1",Harassment,Individual,Medium,0.65
exam tumba tough aaytu but somehow aaytu. #22d1,Neutral,Group,Low,0
"Jkgktdpmk, next time barbeku anta helthini, swalpa limit nodu yaar. #6077",Threat,Individual,High,0.8
naale 4gante canteen nalli meet aagona. #b49f,Neutral,Unknown,Low,0
"Vmqnnosrt, nee sakkat dumb idiya yaar machaa. #3b7c",Insult,Individual,Medium,0.45
fest practice ge yar yar barthidira. #2539,Neutral,Group,Low,0
"team, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #ec2c",Exclusion,Group,Low,0.42
"Avdmpvjis, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #a532",Harassment,Individual,Low,0.44
"Sqkaikyau, nee yen use illa ninna jothe machaa. #8ef8",Insult,Individual,High,0.35
"Bewxifz, a type jokes swalpa stop maadu, group nalli idu sari alla. #1682",Sexual Harassment,Individual,High,0.99
"Djbekbvhrk, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #d853",Threat,Individual,High,0.76
"Unyy, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #8ac6",Harassment,Individual,High,0.57
"Vmg, nee tumba irritating agthiya re machaa. #b7a3",Insult,Individual,Medium,0.27
weekend ge yava movie nodona. #cc01,Neutral,Individual,Low,0
"Ewpolqmy, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #cbb5",Cyberstalking,Individual,High,0.62
fest practice ge yar yar barthidira. #5c80,Neutral,Group,Low,0
pizza bekka biryani bekka decide maadi. #dc28,Neutral,Group,Low,0.02
"Ohd, nee yavattu serious agalla dude. #0803",Insult,Individual,Low,0.33
"Emhmorkwb, ava body bagge a tara mata beda, group nalli idu sari alla. #7b26",Sexual Harassment,Individual,High,0.95
"Uhjqwke, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #0b99",Harassment,Individual,High,0.77
"Pmonrp, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #7aff",Harassment,Individual,High,0.79
"Cjtolgjc, a type jokes swalpa stop maadu, group nalli idu sari alla. #3a75",Sexual Harassment,Individual,Low,0.84
"Zbu, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #c144",Harassment,Individual,High,0.51
"Hxjxi, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #8123",Harassment,Individual,High,0.55
"Vennbu, nee tumba irritating agthiya re yaar. #ecf7",Insult,Individual,Medium,0.24
pizza bekka biryani bekka decide maadi. #4993,Neutral,Group,Low,0.04
ninne function photos share maadu. #317d,Neutral,Group,Low,0.03
"5 nimisha nalli join agthini, swalpa wait maadu. #9e0f",Neutral,Unknown,Low,0.02
"Rewtaxlwe, nee yavattu serious agalla machaa. #96c4",Insult,Individual,Low,0.31
"Iwfw, yake everywhere message madthiya, idu stalking tara kanstide. #0dbf",Cyberstalking,Individual,Medium,0.46
"Akipvht, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #6e83",Harassment,Individual,Medium,0.42
attendance link haakbidu illi. #a758,Neutral,Group,Low,0
"Xxqkfiojje, ava body bagge a tara mata beda, group nalli idu sari alla. #b261",Sexual Harassment,Individual,Medium,0.77
"Xhzqp, nee full time late bartiya re. #ec85",Insult,Individual,Low,0.13
"Jppjdgcgl, nee useless tara behave madthiya yaar. #03cb",Insult,Individual,Medium,0.37
"naale 9 gante lab ge bartira, late agbeda. #1836",Neutral,Group,Low,0
"Zsq, nee reply nodoke tumba time togondiya machaa. #8f5e",Insult,Individual,Low,0.38
"Moly, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #9b82",Cyberstalking,Individual,Medium,0.59
"batch, ivnanna group nalli add madbeda, ivan illaadre better ansta. #d644",Exclusion,Group,Low,0.22
"Jfdwt, next time barbeku anta helthini, swalpa limit nodu yaar. #f166",Threat,Individual,High,0.76
"Fcqk, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #5451",Harassment,Individual,Medium,0.64
weekend ge yava movie nodona. #78d6,Neutral,Individual,Low,0.04
yavdru ivattu notes idre send maadu pls. #7e71,Neutral,Unknown,Low,0
"Konxwnhx, ella platform nalli follow madbeda please, idu stalking tara kanstide. #66fa",Cyberstalking,Individual,High,0.66
naale 4gante canteen nalli meet aagona. #e537,Neutral,Individual,Low,0.03
fest practice ge yar yar barthidira. #8f7b,Neutral,Individual,Low,0.04
naale extra pen togond baa pls. #8824,Neutral,Individual,Low,0.06
ninne function photos share maadu. #ae32,Neutral,Unknown,Low,0
"Pszwcxa, nee reply nodoke tumba time togondiya yaar. #c3bc",Insult,Individual,Low,0.15
naale 4gante canteen nalli meet aagona. #5712,Neutral,Individual,Low,0.04
"5 nimisha nalli join agthini, swalpa wait maadu. #4bad",Neutral,Individual,Low,0.01
nee send madida reel super comedy aaytu. #2090,Neutral,Group,Low,0
"network sakkath slow ide, once repeat maadu. #8587",Neutral,Group,Low,0
"Wtkbwsaic, next time barbeku anta helthini, swalpa limit nodu yaar. #ea58",Threat,Individual,High,0.84
"Ulnzehqr, prati dina reason illade ping madbedi, idu stalking tara kanstide. #1752",Cyberstalking,Individual,Medium,0.48
"Cgmvbn, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #a170",Harassment,Individual,Medium,0.54
"batch, ivnanna group nalli add madbeda, ivan illaadre better ansta. #7783",Exclusion,Group,High,0.53
attendance link haakbidu illi. #1a34,Neutral,Group,Low,0
pizza bekka biryani bekka decide maadi. #6315,Neutral,Individual,Low,0
"Xhevxmpa, prati dina reason illade ping madbedi, idu stalking tara kanstide. #b67f",Cyberstalking,Individual,Medium,0.52
"Mwvesfly, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #1af7",Threat,Individual,High,1
"Ehlgbn, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #d76e",Harassment,Individual,High,0.69
"Qatmikzrhp, nee tumba disgusting behaviour machaa. #baa2",Insult,Individual,High,0.35
"Cpklvz, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #9b56",Threat,Individual,High,0.75
"team, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #22d1",Exclusion,Group,Medium,0.35
weekend ge yava movie nodona. #3c80,Neutral,Individual,Low,0
"naale 9 gante lab ge bartira, late agbeda. #5595",Neutral,Unknown,Low,0.01
nee send madida reel super comedy aaytu. #0362,Neutral,Individual,Low,0
ivattu class full bore aaytu. #9be1,Neutral,Unknown,Low,0
"Yrzxgjy, nee ivattu full lazy mode alli idiya re. #cfaa",Insult,Individual,Low,0.16
ivattu assignment submit maadbeku maga. #d0af,Neutral,Individual,Low,0
"naale 9 gante lab ge bartira, late agbeda. #37c7",Neutral,Group,Low,0
naale 4gante canteen nalli meet aagona. #b43d,Neutral,Group,Low,0
pizza bekka biryani bekka decide maadi. #ea72,Neutral,Group,Low,0.03
"happy birthday, tumba olle varsha agli. #f60a",Neutral,Individual,Low,0.02
"Fmfn, nee tumba irritating agthiya re machaa. #606e",Insult,Individual,Medium,0.41
nee send madida reel super comedy aaytu. #fb05,Neutral,Individual,Low,0
"naale 9 gante lab ge bartira, late agbeda. #311c",Neutral,Group,Low,0
"class grp, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #d485",Exclusion,Group,Medium,0.26
fest practice ge yar yar barthidira. #ba4c,Neutral,Group,Low,0
"Rpvpdknzs, nee sakkat dumb idiya yaar re. #07ed",Insult,Individual,Medium,0.33
"Mwhjdlglso, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #5e46",Threat,Individual,Medium,0.88
"Ohyjtihvcv, nee ivattu full lazy mode alli idiya machaa. #87a6",Insult,Individual,Low,0.39
"naale 9 gante lab ge bartira, late agbeda. #c1ab",Neutral,Group,Low,0
"Eherlllr, nee tumba disgusting behaviour yaar. #21f7",Insult,Individual,High,0.31
project help madidakke thanks maga. #df18,Neutral,Group,Low,0.03
"5 nimisha nalli join agthini, swalpa wait maadu. #ff7a",Neutral,Unknown,Low,0
"Xzzwhjdrlw, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #f77a",Harassment,Individual,Medium,0.75
"Wymbdoag, yake everywhere message madthiya, idu stalking tara kanstide. #1bbf",Cyberstalking,Individual,Medium,0.55
"5 nimisha nalli join agthini, swalpa wait maadu. #b873",Neutral,Unknown,Low,0
"Qkkvd, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #3845",Harassment,Individual,Medium,0.37
"Omvhlgznp, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #05dd",Harassment,Individual,Medium,0.66
"Errgi, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #ef88",Harassment,Individual,Medium,0.35
"Igbt, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #bc32",Threat,Individual,High,0.99
"ninna presentation super aaytu, chennag ide. #993a",Neutral,Unknown,Low,0
"network sakkath slow ide, once repeat maadu. #ad67",Neutral,Group,Low,0.03
"Fvnhxpzs, nee reply nodoke tumba time togondiya machaa. #e60b",Insult,Individual,Low,0.35
"batch, ivananna group inda remove maadona, ivan illaadre better ansta. #fe6a",Exclusion,Group,High,0.42
"review okay aaytu, tension beda. #2acd",Neutral,Individual,Low,0
"Oiuuimlw, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #b4bf",Threat,Individual,High,1
"Zywr, nee reply nodoke tumba time togondiya machaa. #9b7a",Insult,Individual,Low,0.16
naale extra pen togond baa pls. #a485,Neutral,Unknown,Low,0
"Qjydryipc, nee reply nodoke tumba time togondiya machaa. #a8d7",Insult,Individual,Low,0.27
"5 nimisha nalli join agthini, swalpa wait maadu. #a14b",Neutral,Individual,Low,0.03
"Ymjopbxsan, nee complete waste fellow dude. #27be",Insult,Individual,High,0.18
"Apnupwcu, yake everywhere message madthiya, idu stalking tara kanstide. #5844",Cyberstalking,Individual,Medium,0.62
yaaru naalege PPT madthare helri. #787b,Neutral,Group,Low,0
"Ojdstcmbk, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #cf89",Threat,Individual,High,0.98
"happy birthday, tumba olle varsha agli. #db3b",Neutral,Group,Low,0.06
naale extra pen togond baa pls. #7898,Neutral,Individual,Low,0.06
"Khct, nee useless tara behave madthiya re. #e9b0",Insult,Individual,Medium,0.14
"Fdnsx, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #b4ad",Harassment,Individual,Medium,0.43
fest practice ge yar yar barthidira. #390d,Neutral,Unknown,Low,0
ivattu assignment submit maadbeku maga. #2840,Neutral,Individual,Low,0
"Rhgcs, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #2f61",Harassment,Individual,Medium,0.72
"Dppcpwagbl, nee ivattu full lazy mode alli idiya dude. #14fd",Insult,Individual,Low,0.18
"batch, ivananna group inda remove maadona, ivan illaadre better ansta. #4ad2",Exclusion,Group,High,0.33
weekend ge yava movie nodona. #66a0,Neutral,Unknown,Low,0
"Cuypyh, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #ea47",Threat,Individual,High,0.99
yavdru ivattu notes idre send maadu pls. #0375,Neutral,Unknown,Low,0
yaaru naalege PPT madthare helri. #32eb,Neutral,Group,Low,0.03
ivattu class full bore aaytu. #35e1,Neutral,Unknown,Low,0.03
yaaru naalege PPT madthare helri. #5e21,Neutral,Group,Low,0
"Ygs, nee yavattu serious agalla yaar. #705c",Insult,Individual,Low,0.24
"Nmx, yake everywhere message madthiya, idu stalking tara kanstide. #2fac",Cyberstalking,Individual,Medium,0.8
"review okay aaytu, tension beda. #7ad7",Neutral,Unknown,Low,0
"guys, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #ee4d",Exclusion,Group,Medium,0.31
"Ffvzbnruf, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #fc19",Harassment,Individual,High,0.47
exam tumba tough aaytu but somehow aaytu. #bf7d,Neutral,Group,Low,0.04
ninne function photos share maadu. #3a55,Neutral,Unknown,Low,0
yavdru ivattu notes idre send maadu pls. #89be,Neutral,Individual,Low,0
"Jrpykhdd, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #ac47",Harassment,Individual,High,0.52
naale 4gante canteen nalli meet aagona. #1053,Neutral,Group,Low,0.07
"review okay aaytu, tension beda. #97cd",Neutral,Individual,Low,0
ivattu class full bore aaytu. #2655,Neutral,Unknown,Low,0
"Zwcizf, nee tumba irritating agthiya re machaa. #f9ed",Insult,Individual,Medium,0.43
"Jjdnahgyf, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #f5aa",Harassment,Individual,Low,0.63
ivattu class full bore aaytu. #ab31,Neutral,Group,Low,0
ninne function photos share maadu. #ebc1,Neutral,Group,Low,0.02
"review okay aaytu, tension beda. #cd7e",Neutral,Group,Low,0.01
ivattu assignment submit maadbeku maga. #bd1a,Neutral,Unknown,Low,0
"Mrwuan, ella platform nalli follow madbeda please, idu stalking tara kanstide. #6d7d",Cyberstalking,Individual,Medium,0.66
"naale 9 gante lab ge bartira, late agbeda. #1cac",Neutral,Unknown,Low,0.03
"Ptpveatel, nee reply nodoke tumba time togondiya yaar. #ac61",Insult,Individual,Low,0.22
project help madidakke thanks maga. #dabe,Neutral,Group,Low,0.01
"Kzdcngzt, nee tumba irritating agthiya re dude. #899b",Insult,Individual,Medium,0.31
"Jwdzjfjrzo, nee yen use illa ninna jothe re. #fc82",Insult,Individual,High,0.48
"happy birthday, tumba olle varsha agli. #dd16",Neutral,Unknown,Low,0
"5 nimisha nalli join agthini, swalpa wait maadu. #70fd",Neutral,Unknown,Low,0.03
fest practice ge yar yar barthidira. #1e21,Neutral,Unknown,Low,0.03
"review okay aaytu, tension beda. #2b30",Neutral,Group,Low,0.02
"Tcn, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #e068",Cyberstalking,Individual,High,0.81
"happy birthday, tumba olle varsha agli. #6068",Neutral,Group,Low,0
"Ubdvkeo, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #35a4",Harassment,Individual,Medium,0.57
"Ipkn, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #516a",Harassment,Individual,Low,0.36
"Tqxiozjf, nee reply nodoke tumba time togondiya re. #8371",Insult,Individual,Low,0.27
"Vnwpzpzcl, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #905d",Threat,Individual,High,0.93
"Oxyhmka, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #717a",Harassment,Individual,Low,0.59
"Njo, nee yavattu serious agalla dude. #1b8f",Insult,Individual,Low,0.14
ninne function photos share maadu. #407a,Neutral,Unknown,Low,0
"review okay aaytu, tension beda. #d723",Neutral,Individual,Low,0
"Ikg, nee reply nodoke tumba time togondiya re. #edd0",Insult,Individual,Low,0.17
"Zqdhha, nee tumba irritating agthiya re dude. #e4b3",Insult,Individual,Medium,0.21
attendance link haakbidu illi. #0619,Neutral,Group,Low,0.03
"batch, ivananna group inda remove maadona, ivan illaadre better ansta. #9fe5",Exclusion,Group,Low,0.31
"review okay aaytu, tension beda. #d40a",Neutral,Group,Low,0.03
"Kmjccst, nee tumba irritating agthiya re re. #7c17",Insult,Individual,Medium,0.22
"Pyq, a tara photos haakbeda please, group nalli idu sari alla. #92ca",Sexual Harassment,Individual,Medium,0.66
"Lwx, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #c829",Threat,Individual,High,1
"class grp, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #f18a",Exclusion,Group,High,0.48
"batch, ivnanna group nalli add madbeda, ivan illaadre better ansta. #b446",Exclusion,Group,High,0.4
"Vvrv, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #b685",Threat,Individual,High,0.95
pizza bekka biryani bekka decide maadi. #0fd1,Neutral,Unknown,Low,0
"Vgwnaq, nee sakkat dumb idiya yaar yaar. #ca7a",Insult,Individual,Medium,0.27
fest practice ge yar yar barthidira. #d783,Neutral,Individual,Low,0
nee send madida reel super comedy aaytu. #6557,Neutral,Group,Low,0.05
"Ntblubvs, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #150a",Harassment,Individual,High,0.47
"Ape, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #d76b",Harassment,Individual,Medium,0.41
"Oeugogl, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #bf3e",Harassment,Individual,High,0.47
"5 nimisha nalli join agthini, swalpa wait maadu. #6d63",Neutral,Unknown,Low,0
"Ljtrgno, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #0df4",Harassment,Individual,Medium,0.74
"ninna presentation super aaytu, chennag ide. #d90e",Neutral,Group,Low,0.03
"review okay aaytu, tension beda. #6ff3",Neutral,Individual,Low,0
"happy birthday, tumba olle varsha agli. #edeb",Neutral,Individual,Low,0
"Szfn, nee yavattu serious agalla yaar. #b935",Insult,Individual,Low,0.25
"Vbeljkk, nee tumba irritating agthiya re yaar. #7660",Insult,Individual,Medium,0.14
ivattu class full bore aaytu. #fa28,Neutral,Group,Low,0.05
"Dmgagzzyj, nee reply nodoke tumba time togondiya re. #1940",Insult,Individual,Low,0.23
"Kftjth, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #5af2",Harassment,Individual,Low,0.29
"naale 9 gante lab ge bartira, late agbeda. #0087",Neutral,Unknown,Low,0.05
"Umbafehb, nee yavattu serious agalla re. #f2bd",Insult,Individual,Low,0.12
"review okay aaytu, tension beda. #dab2",Neutral,Unknown,Low,0
"network sakkath slow ide, once repeat maadu. #410f",Neutral,Individual,Low,0
"Pqrjy, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #3dfe",Harassment,Individual,High,0.74
"Pmtkr, nee yavattu serious agalla machaa. #9d54",Insult,Individual,Low,0.13
"happy birthday, tumba olle varsha agli. #a513",Neutral,Group,Low,0
"review okay aaytu, tension beda. #887f",Neutral,Individual,Low,0
"guys, ivananna group inda remove maadona, ivan illaadre better ansta. #6c65",Exclusion,Group,Medium,0.37
"Jxpnr, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #99ad",Harassment,Individual,High,0.58
"Qddr, yake everywhere message madthiya, idu stalking tara kanstide. #6554",Cyberstalking,Individual,Medium,0.47
"class grp, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #daac",Exclusion,Group,Low,0.19
project help madidakke thanks maga. #e31e,Neutral,Individual,Low,0
ivattu class full bore aaytu. #9506,Neutral,Unknown,Low,0
fest practice ge yar yar barthidira. #11c9,Neutral,Unknown,Low,0
"Htdwhm, nee total loser tara idiya machaa. #c273",Insult,Individual,High,0.34
"Ahfnyzolh, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #340a",Threat,Individual,High,0.79
attendance link haakbidu illi. #965f,Neutral,Group,Low,0.04
"Abiojqm, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #4358",Harassment,Individual,Low,0.36
"Qiqcoau, a tara photos haakbeda please, group nalli idu sari alla. #0765",Sexual Harassment,Individual,Medium,0.81
project help madidakke thanks maga. #5e38,Neutral,Individual,Low,0
"Odsw, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #8e08",Threat,Individual,High,0.84
exam tumba tough aaytu but somehow aaytu. #8062,Neutral,Individual,Low,0
"happy birthday, tumba olle varsha agli. #5523",Neutral,Group,Low,0.02
ninne function photos share maadu. #38b1,Neutral,Group,Low,0
nee send madida reel super comedy aaytu. #163d,Neutral,Group,Low,0
"Qmkvhtep, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #6dc2",Harassment,Individual,Low,0.68
"Isgzdy, nee ivattu full lazy mode alli idiya dude. #906c",Insult,Individual,Low,0.15
"naale 9 gante lab ge bartira, late agbeda. #e6bf",Neutral,Group,Low,0
naale extra pen togond baa pls. #2406,Neutral,Unknown,Low,0
"Lpahtwhi, nee full time late bartiya re. #f4e0",Insult,Individual,Low,0.39
"Lketu, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #fb7f",Harassment,Individual,High,0.59
"Zzdv, nee yavattu serious agalla yaar. #ba23",Insult,Individual,Low,0.37
"ninna presentation super aaytu, chennag ide. #54d8",Neutral,Individual,Low,0.01
fest practice ge yar yar barthidira. #3973,Neutral,Individual,Low,0.02
"Pegvgcbiv, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #cf8a",Harassment,Individual,High,0.79
naale 4gante canteen nalli meet aagona. #280f,Neutral,Individual,Low,0.07
"Angyc, yake everywhere message madthiya, idu stalking tara kanstide. #2ffb",Cyberstalking,Individual,High,0.7
fest practice ge yar yar barthidira. #f2e1,Neutral,Individual,Low,0
naale 4gante canteen nalli meet aagona. #ce55,Neutral,Individual,Low,0
"Kezre, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #2c6e",Harassment,Individual,High,0.72
"network sakkath slow ide, once repeat maadu. #2f1e",Neutral,Group,Low,0.02
"naale 9 gante lab ge bartira, late agbeda. #71f8",Neutral,Individual,Low,0.01
naale extra pen togond baa pls. #d044,Neutral,Group,Low,0.01
ivattu class full bore aaytu. #a1f1,Neutral,Unknown,Low,0.02
"5 nimisha nalli join agthini, swalpa wait maadu. #4846",Neutral,Individual,Low,0
ivattu assignment submit maadbeku maga. #834e,Neutral,Individual,Low,0
"Oyhxozsgtl, nee yavattu serious agalla dude. #d9a7",Insult,Individual,Low,0.29
"Xoivccc, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #fba5",Harassment,Individual,Low,0.7
"Lmuon, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #ce38",Cyberstalking,Individual,Medium,0.54
ninne function photos share maadu. #8c3d,Neutral,Individual,Low,0.02
yaaru naalege PPT madthare helri. #eb31,Neutral,Individual,Low,0.06
attendance link haakbidu illi. #d73a,Neutral,Unknown,Low,0.01
attendance link haakbidu illi. #1387,Neutral,Individual,Low,0
"Ptwny, nee yavattu serious agalla re. #19bb",Insult,Individual,Low,0.3
"naale 9 gante lab ge bartira, late agbeda. #2f31",Neutral,Unknown,Low,0.03
project help madidakke thanks maga. #96cb,Neutral,Group,Low,0
naale 4gante canteen nalli meet aagona. #bf4d,Neutral,Unknown,Low,0
"naale 9 gante lab ge bartira, late agbeda. #a254",Neutral,Group,Low,0.04
"Tmrpxvjah, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #fb35",Harassment,Individual,Medium,0.53
"review okay aaytu, tension beda. #c151",Neutral,Group,Low,0.01
naale 4gante canteen nalli meet aagona. #910f,Neutral,Unknown,Low,0.01
"guys, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #1cd1",Exclusion,Group,High,0.28
"Dkfwkl, nee total loser tara idiya re. #a674",Insult,Individual,High,0.36
"5 nimisha nalli join agthini, swalpa wait maadu. #5abb",Neutral,Unknown,Low,0.03
yaaru naalege PPT madthare helri. #10f5,Neutral,Group,Low,0
"Cdky, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #6aa0",Harassment,Individual,High,0.62
"Mbhco, nee sakkat dumb idiya yaar machaa. #0f44",Insult,Individual,Medium,0.2
"Wys, prati dina reason illade ping madbedi, idu stalking tara kanstide. #e541",Cyberstalking,Individual,Low,0.75
pizza bekka biryani bekka decide maadi. #f87e,Neutral,Unknown,Low,0.06
"Okopttcdv, cheap comments madbeda ava bagge, group nalli idu sari alla. #06f1",Sexual Harassment,Individual,Low,0.79
"review okay aaytu, tension beda. #c790",Neutral,Group,Low,0
"Lvff, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #4923",Cyberstalking,Individual,Medium,0.8
"network sakkath slow ide, once repeat maadu. #f7e5",Neutral,Unknown,Low,0.02
